Team,Year,Sagarin,Zsagarin,FrNbrRecruits,Fr5star,Fr4star,Fr3star,Fravg,Frpoints,Sonbrrecruits,So5star,So4star,So3star,Soavg,Sopoints,Jrnbrrecruits,Jr5star,Jr4star,Jr3star,Jravg,Jrpoints,Srnbrrecruits,Sr5star,Sr4star,Sr3star,Sravg,Srpoints,Rssrnbrrecruits,Rssr5star,Rssr4star,Rssr3star,Rssravg,Rssrpoints,conference,lysagarin,z_lysagarin,tyasagarin,z_tyasagarin,retoff,retdef,qbret,bowl,bowlwin,coachexp_school,coachexp_total,lindys,BigTen,SEC,BigTwelve,ACC,PacTen,Bigeast,Ind
Houston,2016,71.85,-0.276644521,20,1,2,10,2.85,1468,16,0,0,5,2.31,780,24,0,0,2,2.08,900,25,0,0,17,2.68,1365,24,0,1,16,2.75,531,Bigeast,82.73,0.664223175,67.88,-0.574087188,5,5,1,1,1,1,1,12,0,0,0,0,0,1,0
Illinois,2016,59.21,-1.349235761,25,0,0,8,2.32,1050,24,0,2,14,2.75,1342,17,0,0,12,2.71,1035,25,0,2,14,2.72,1425,19,0,0,14,2.74,459,bigten,68.88,-0.62202175,65.61,-0.756396193,5,4,1,0,0,0,0,67,1,0,0,0,0,0,0
Indiana,2016,68.84,-0.532063796,21,0,0,14,2.67,1215,22,0,0,18,2.82,1320,26,0,2,16,2.77,1470,23,0,5,13,3,1525,25,0,0,18,2.72,436,bigten,69.3,-0.583016488,64.24,-0.866424095,6,5,0,1,0,5,5,68,1,0,0,0,0,0,0
Iowa,2016,76.45,0.113697228,24,0,0,21,2.88,1455,21,0,1,13,2.71,1170,19,0,2,11,2.79,1200,21,0,0,17,2.81,1335,24,0,4,15,2.96,853,bigten,82.7,0.661437085,73.24,-0.143613061,5,8,1,1,0,17,20,15,1,0,0,0,0,0,0
Iowa State,2016,68.18,-0.588069351,29,0,1,14,2.55,1260,22,0,0,10,2.45,1080,25,0,1,11,2.52,1245,25,0,1,12,2.56,1245,21,0,0,16,2.76,140,bigtwelve,69.49,-0.565371251,61.42,-1.092904885,4,7,0,0,0,0,0,86,0,0,1,0,0,0,0
Kansas,2016,55.22,-1.6878148,16,0,1,4,2.38,855,25,0,0,9,2.36,1095,23,0,1,13,2.65,1275,24,0,2,19,2.96,1440,20,0,0,15,2.75,285,bigtwelve,48.79,-2.487773413,58.32,-1.34187313,5,7,1,0,0,1,1,110,0,0,1,0,0,0,0
Kansas State,2016,84.75,0.818009514,20,0,1,8,2.2,979,23,0,1,14,2.7,1342,20,0,2,12,2.8,1365,19,0,2,9,2.72,1110,21,0,1,14,2.76,580,bigtwelve,72.39,-0.296049209,84.44,0.755885114,5,7,0,1,0,24,24,53,0,0,1,0,0,0,0
Kentucky,2016,69.61,-0.466723981,25,1,4,14,3,1702,21,0,2,17,3,1515,28,0,10,17,3.32,2016,23,0,3,17,3.05,1641,26,0,1,21,2.88,504,SEC,66.44,-0.848623744,73.14,-0.151644295,9,3,0,0,0,3,3,62,0,1,0,0,0,0,0
Louisville,2016,81.96,0.581258758,28,0,3,16,2.71,1571,24,0,3,18,3,1560,22,0,0,18,2.82,1455,17,0,2,13,3,1342,22,0,3,16,3,873,ACC,79.01,0.318748004,80.56,0.444273246,7,8,1,1,1,6,11,14,0,0,0,1,0,0,0
LSU,2016,91.99,1.432373484,24,0,15,7,3.54,2545,25,4,8,8,3.44,2538,23,2,14,6,3.74,2844,26,2,15,9,3.73,2643,22,0,9,12,3.36,1567,SEC,85.81,0.950261757,85.69,0.856275536,8,9,1,1,1,11,15,9,0,1,0,0,0,0,0
Maryland,2016,63.98,-0.944468339,22,0,4,10,2.73,1489,18,0,3,9,2.83,1248,17,1,3,9,3.06,1297,22,1,4,10,2.95,1589,23,1,2,14,2.91,975,bigten,65.76,-0.911775119,72.75,-0.182966106,7,5,1,0,0,0,0,70,1,0,0,0,0,0,0
Memphis,2016,73.16,-0.165481979,24,0,0,9,2.29,1110,28,0,1,2,2.16,960,21,0,0,4,2.21,810,29,0,0,6,2.21,840,26,0,0,11,2.42,341,Bigeast,75.04,-0.049944585,76.15,0.09009584,5,7,0,1,0,0,0,85,0,0,0,0,0,1,0
Miami-FL,2016,88.28,1.117554378,19,0,7,11,3.32,1906,21,0,7,12,3.24,1772,27,1,8,17,3.38,2148,18,0,9,8,3.44,1838,33,2,8,23,3.36,1975,ACC,74.94,-0.059231552,74.94,-0.007082088,7,7,1,1,0,0,15,27,0,0,0,1,0,0,0
Michigan,2016,94.05,1.607178702,29,1,15,13,3.59,2603,14,0,6,6,3.29,1301,16,1,6,8,3.44,1641,27,1,16,9,3.63,2661,25,2,10,13,3.56,2132,bigten,87.07,1.067277541,70.86,-0.334756423,8,5,0,1,1,1,5,7,1,0,0,0,0,0,0
Michigan State,2016,65.93,-0.77899738,20,0,11,7,3.45,2101,20,0,7,13,3.35,1872,22,1,6,13,3.27,1897,18,0,3,14,3.11,1478,18,0,3,14,3.11,876,bigten,84.01,0.783096352,93.49,1.482711765,2,5,0,1,0,9,12,22,1,0,0,0,0,0,0
Minnesota,2016,80.06,0.420030644,21,0,1,13,2.71,1371,24,0,1,15,2.71,1275,21,0,1,12,2.67,1307,19,0,0,14,2.74,1215,27,0,0,19,2.7,333,bigten,70.59,-0.463214615,76.35,0.106158307,6,5,1,1,1,1,1,57,1,0,0,0,0,0,0
Mississippi State,2016,74.05,-0.089959336,22,1,5,15,3.18,1839,28,0,6,20,3.14,2081,24,0,2,15,2.79,1493,21,1,2,16,3.1,1712,28,0,4,21,3.04,1056,SEC,84,0.782167655,89.32,1.147809319,5,5,0,1,1,7,7,59,0,1,0,0,0,0,0
Missouri,2016,66.29,-0.748448895,22,0,3,14,2.91,1440,24,0,6,17,3.21,1708,28,0,2,18,2.79,1540,20,0,1,18,3,1462,19,1,1,16,3.11,1037,SEC,70.75,-0.448355467,85.19,0.816119367,4,8,1,0,0,0,0,58,0,1,0,0,0,0,0
Navy,2016,70.31,-0.40732415,30,0,0,3,1.97,795,28,0,0,2,1.57,*,28,0,0,3,2.11,*,28,0,0,2,1.86,810,27,0,0,4,1.48,144,Bigeast,79.61,0.374469806,68.2,-0.54838724,1,7,0,1,1,8,8,63,0,0,0,0,0,0,0
NC State,2016,80.99,0.498947563,23,0,2,15,2.83,1453,22,0,5,10,2.91,1515,28,0,3,21,2.96,1651,23,0,0,19,2.83,1425,22,0,0,17,2.77,618,ACC,74.72,-0.079662879,73.16,-0.150038048,6,8,0,1,0,3,5,61,0,0,0,1,0,0,0
Nebraska,2016,74.18,-0.078927939,21,0,4,16,3.14,1771,20,0,5,12,3.1,1595,24,0,4,14,2.92,1585,25,0,5,19,3.16,1921,17,0,6,11,3.35,1257,bigten,76.55,0.090288616,81.02,0.481216922,5,5,1,1,1,1,15,33,1,0,0,0,0,0,0
North Carolina,2016,79.45,0.368267934,26,0,7,16,3.15,1848,19,0,5,14,3.26,1677,22,1,4,16,3.23,1818,17,0,2,15,3.12,1460,23,0,3,18,3.04,813,ACC,84.26,0.806313769,67.57,-0.598984012,7,7,0,1,0,4,8,25,0,0,0,1,0,0,0
Northwestern,2016,78.72,0.306322396,20,0,1,16,2.9,1398,20,0,0,15,2.79,1245,15,0,4,7,3,1147,19,0,1,15,2.89,1335,21,0,2,12,2.76,525,bigten,76.35,0.071714683,69.34,-0.456831176,5,6,1,1,0,10,10,28,1,0,0,0,0,0,0
Notre Dame,2016,72.95,-0.183301929,23,1,12,9,3.57,2289,24,0,13,11,3.54,2423,23,1,10,12,3.52,2211,24,4,14,6,3.92,2893,17,1,8,7,3.53,1521,Ind,86.65,1.02827228,79.78,0.381629624,3,4,1,1,0,6,25,11,0,0,0,0,0,0,1
Ohio State,2016,93.27,1.540990319,25,2,15,8,3.76,2704,27,0,14,12,3.48,2528,23,1,15,7,3.74,2734,24,2,16,6,3.83,2903,25,2,14,9,3.72,2382,bigten,92.92,1.610565109,100.81,2.070598072,3,3,1,1,1,4,14,4,1,0,0,0,0,0,0
Oklahoma,2016,93.21,1.535898905,21,1,10,7,3.43,2192,24,0,14,10,3.58,2158,27,1,8,14,3.22,2110,24,0,7,14,3.17,2068,25,1,11,13,3.52,1937,bigtwelve,91.5,1.478690178,81.48,0.518160597,6,6,1,1,0,17,17,3,0,0,1,0,0,0,0
Oklahoma State,2016,89.71,1.238899748,22,0,1,19,2.95,1423,20,0,2,14,2.9,1475,27,0,4,17,2.93,1737,23,0,3,17,3,1564,24,0,3,17,2.96,1015,bigtwelve,81.67,0.565781325,72.41,-0.210272301,10,7,1,1,0,11,11,16,0,0,1,0,0,0,0
Ole Miss,2016,71.59,-0.298707315,24,2,10,12,3.58,2507,22,0,6,14,3.18,1948,25,0,7,17,3.24,1965,27,3,9,15,3.56,2496,19,0,2,14,2.95,907,SEC,90.03,1.342171763,89.94,1.197602968,4,4,1,1,1,4,7,13,0,1,0,0,0,0,0
Oregon,2016,67.4,-0.654257734,20,0,5,13,3.05,1750,22,0,8,14,3.36,2079,20,0,5,13,3.15,1747,19,1,7,7,3.26,1778,21,0,10,9,3.38,1641,pacten,82.9,0.680011019,95.71,1.661005153,6,3,0,1,0,3,3,24,0,0,0,0,1,0,0
Oregon State,2016,67.59,-0.638134923,25,0,2,17,2.76,1488,19,0,0,10,2.53,1065,26,0,0,17,2.65,1290,25,0,1,21,2.92,1500,23,0,2,16,2.87,917,pacten,59.48,-1.494996644,65.71,-0.748364959,6,4,0,0,0,1,8,76,0,0,0,0,1,0,0
Penn State,2016,87.77,1.074277358,20,0,6,13,3.25,1850,25,0,11,14,3.44,2133,25,0,6,18,3.2,1797,17,1,3,8,3,1456,19,0,2,11,2.79,708,bigten,74.69,-0.082448969,73.73,-0.104260016,7,5,0,1,0,2,5,46,1,0,0,0,0,0,0
Pittsburgh,2016,77.44,0.197705561,24,0,5,16,3.08,1678,15,0,2,8,2.8,1102,23,0,4,15,3,1428,27,1,2,15,2.81,1568,16,0,4,10,3.13,795,ACC,76.94,0.126507788,70.84,-0.33636267,8,7,1,1,0,1,1,35,0,0,0,1,0,0,0
Purdue,2016,54.97,-1.709029025,23,0,0,6,2.17,1005,26,0,0,12,2.46,1080,19,0,1,8,2.53,1080,23,0,1,15,2.74,1294,26,0,2,22,3,1005,bigten,59.93,-1.453205293,62.3,-1.022230029,6,8,1,0,0,3,5,97,1,0,0,0,0,0,0
Rutgers,2016,49.82,-2.14604207,18,0,0,10,2.44,945,25,0,1,13,2.6,1260,25,0,0,15,2.6,1230,22,0,1,16,2.82,1452,19,1,4,13,3.26,1296,bigten,61.69,-1.289754674,70.72,-0.34600015,6,5,1,0,0,0,0,91,1,0,0,0,0,0,0
South Carolina,2016,66.18,-0.757783155,27,0,7,14,3.04,1769,30,0,11,17,3.3,2044,21,0,10,11,3.48,2033,21,0,8,13,3.38,1962,25,0,8,15,3.24,1534,SEC,69.58,-0.557012981,77.61,0.207351852,4,5,1,0,0,0,4,56,0,1,0,0,0,0,0
South Florida,2016,79.42,0.365722227,17,0,2,9,2.65,1035,20,0,0,12,2.6,1170,28,0,2,21,2.89,1456,24,0,2,16,2.83,1410,20,0,2,16,3,780,Bigeast,73.15,-0.22546826,52.74,-1.790015971,6,7,1,1,0,3,6,38,0,0,0,0,0,1,0
Southern Cal,2016,89.92,1.256719697,20,2,11,7,3.75,2429,26,4,17,5,3.96,3193,19,2,9,8,3.68,2220,12,5,7,0,4.42,2193,15,3,10,2,4.07,2040,pacten,84.59,0.83696076,83.86,0.709303959,9,4,0,1,0,1,1,17,0,0,0,0,1,0,0
Southern Methodist,2016,63.13,-1.016596706,24,0,0,3,2.13,1005,22,0,0,4,2.18,915,22,0,0,3,2.16,690,22,0,0,7,2.32,1065,22,0,0,13,2.59,125,Bigeast,52.75,-2.120009521,39.16,-2.880657508,8,5,1,0,0,1,1,118,0,0,0,0,0,1,0
Stanford,2016,83.24,0.689875592,25,1,6,14,3.16,1996,22,1,6,13,3.27,2066,20,0,9,11,3.45,2115,12,0,4,8,3.33,1176,22,3,10,9,3.73,2297,pacten,90.71,1.405323139,84.34,0.747853881,6,7,0,1,1,5,5,10,0,0,0,0,1,0,0
Syracuse,2016,65.95,-0.777300242,20,0,0,15,2.75,1215,26,0,0,13,2.5,1155,24,0,1,15,2.71,1308,19,0,0,11,2.58,1035,21,0,0,13,2.62,437,ACC,66.54,-0.839336777,62.93,-0.971633256,6,5,1,0,0,0,4,78,0,0,0,1,0,0,0
TCU,2016,73.35,-0.149359168,24,0,7,15,3.21,1969,23,0,1,19,2.91,1522,24,0,1,12,2.61,1313,23,0,2,17,2.95,1620,22,0,3,17,3.05,952,bigtwelve,87.72,1.127642826,99.61,1.974223268,1,6,0,1,1,16,16,20,0,0,1,0,0,0,0
Temple,2016,75.46,0.029688895,25,0,1,12,2.56,1190,20,0,2,6,2.5,1039,25,0,1,12,2.56,1200,21,0,0,7,2.33,885,29,0,0,5,2.17,228,Bigeast,74.34,-0.114953353,65.02,-0.803780472,9,7,1,1,0,3,3,49,0,0,0,0,0,1,0
Tennessee,2016,82.68,0.642355727,22,1,10,10,3.5,2202,29,4,13,11,3.69,2647,31,2,16,13,3.65,2600,21,0,5,15,3.19,1820,21,0,10,9,3.38,1595,SEC,86.81,1.043131427,81.5,0.519766843,9,7,1,1,1,3,9,6,0,1,0,0,0,0,0
Texas,2016,70.63,-0.380169941,28,1,13,14,3.54,2510,29,1,14,12,3.48,2383,23,0,6,15,3.17,1931,15,0,9,6,3.6,1737,28,2,15,10,3.64,2481,bigtwelve,73.2,-0.220824777,72.42,-0.209469177,5,5,0,0,0,2,6,40,0,0,1,0,0,0,0
Texas A&M,2016,79.53,0.375056486,21,0,10,11,3.48,2109,25,1,11,10,3.4,2478,21,3,10,7,3.71,2558,31,0,15,15,3.45,2332,19,1,6,12,3.42,1647,SEC,79.34,0.349394995,83.11,0.649069706,4,6,0,1,0,4,8,36,0,1,0,0,0,0,0
Texas Tech,2016,69.14,-0.506606725,25,0,2,20,2.96,1440,19,0,3,10,2.84,1415,25,0,1,19,2.84,1440,23,0,1,12,2.61,1344,26,0,3,21,3.04,1139,bigtwelve,75.37,-0.019297594,66.49,-0.685721336,5,4,1,1,0,3,3,44,0,0,1,0,0,0,0
Tulane,2016,59.62,-1.314444431,22,0,0,3,1.95,825,17,0,0,3,2.18,720,23,0,0,5,2.22,870,23,0,0,7,2.3,1005,16,0,1,6,2.5,181,Bigeast,49.75,-2.39861853,53.29,-1.745844186,3,6,0,0,0,0,23,112,0,0,0,0,0,1,0
Tulsa,2016,79.72,0.391179298,21,0,0,3,2.05,825,18,0,1,2,2.22,760,23,0,0,4,2.17,900,21,0,1,5,2.33,1035,20,0,0,14,2.7,130,Bigeast,61.81,-1.278610314,48.45,-2.134555897,6,5,1,1,0,1,1,89,0,0,0,0,0,1,0
UCF,2016,64.7,-0.88337137,22,0,2,9,2.5,1229,17,0,1,12,2.82,1119,17,0,1,9,2.65,1046,18,0,0,11,2.61,1035,17,0,0,13,2.76,116,Bigeast,46.15,-2.732949341,71.22,-0.305843982,8,5,1,0,0,0,0,126,0,0,0,0,0,1,0
UCLA,2016,68.27,-0.58043223,30,1,11,15,3.33,2447,19,3,9,7,3.79,2318,18,0,11,7,3.61,1974,24,0,17,6,3.67,2384,26,1,8,14,3.27,1731,pacten,79.99,0.40976028,84.29,0.743838264,4,8,1,1,0,4,4,23,0,0,0,0,1,0,0
Utah,2016,77.91,0.237588305,28,0,3,19,2.82,1650,24,0,1,18,2.83,1410,19,0,1,10,2.63,1149,23,0,1,20,2.96,1455,28,0,5,19,3.04,1088,pacten,82.41,0.634504881,82.39,0.591244823,4,8,0,1,1,11,11,32,0,0,0,0,1,0,0
Vanderbilt,2016,69.57,-0.470118257,21,0,1,10,2.57,1235,18,0,3,10,2.89,1322,22,0,3,11,2.77,1317,26,0,5,20,3.15,1870,22,0,3,19,3.14,1069,SEC,66.23,-0.868126374,57.21,-1.431019824,4,5,0,0,0,2,2,65,0,1,0,0,0,0,0
Virginia,2016,59.99,-1.283047378,25,0,0,12,2.48,1185,23,0,2,12,2.7,1375,17,2,2,7,3,1449,22,1,2,15,3,1660,26,0,4,16,2.92,1126,ACC,68.61,-0.647096561,72.69,-0.187784846,5,5,1,0,0,0,11,54,0,0,0,1,0,0,0
Virginia Tech,2016,85.25,0.860437965,22,0,2,15,2.86,1455,24,0,8,14,3.25,1809,27,0,8,14,3.11,1792,19,1,3,15,3.26,1758,28,0,7,19,3.18,1429,ACC,75.76,0.016921577,75.24,0.017011613,8,5,0,1,1,0,4,43,0,0,0,1,0,0,0
Wake Forest,2016,73.93,-0.100142165,21,0,0,15,2.71,1185,23,0,1,12,2.61,1290,25,0,0,11,2.44,1200,23,0,0,16,2.7,1245,19,0,0,16,2.84,409,ACC,63.05,-1.163451924,56.46,-1.491254077,9,7,1,0,0,2,16,92,0,0,0,1,0,0,0
Washington,2016,93.28,1.541838888,18,0,7,6,3.11,1541,24,0,4,16,3.04,1641,23,0,3,14,2.91,1503,22,0,7,15,3.32,1906,25,1,5,14,3.08,1452,pacten,82.35,0.6289327,74.07,-0.076953821,6,8,1,1,1,2,10,21,0,0,0,0,1,0,0
Washington St.,2016,79.08,0.33687088,29,0,0,20,2.55,1320,22,0,2,13,2.77,1245,19,0,0,14,2.74,1110,22,0,1,16,2.82,1335,27,0,2,15,2.7,602,pacten,76.36,0.072643379,65.86,-0.736318109,8,6,1,1,1,4,14,26,0,0,0,0,1,0,0
West Virginia,2016,79.74,0.392876436,28,0,2,16,2.64,1491,21,0,4,14,3.1,1546,21,0,3,14,2.95,1420,28,0,2,22,2.96,1722,28,0,1,24,2.93,787,bigtwelve,81.02,0.50541604,78.81,0.303726657,7,4,1,1,1,5,5,39,0,0,1,0,0,0,0
Wisconsin,2016,90.59,1.313573822,25,0,4,19,3.08,1594,20,0,4,12,3,1496,25,0,4,14,2.88,1550,17,0,3,11,3,1268,12,0,3,7,3.08,587,bigten,83.06,0.694870166,83.89,0.711713329,4,4,0,1,1,1,4,34,1,0,0,0,0,0,0
Alabama,2017,101.18,2.226981394,29,7,19,2,4.1,3433,24,5,10,9,3.83,2885,24,4,15,5,3.96,3034,26,6,13,6,3.92,3263,25,4,13,8,3.84,3166,SEC,105.33,2.564364556,100.92,2.353522466,6,5,1,1,1,10,21,1,0,1,0,0,0,0,0
Arizona,2017,73.56,-0.225247524,27,0,2,21,2.93,1571,20,0,2,13,2.85,1442,25,0,0,20,2.8,1410,23,0,6,13,3.09,1675,25,0,2,18,2.88,1548,pacten,61.14,-1.18546194,73.37,-0.205036933,7,7,1,0,0,5,15,64,0,0,0,0,1,0,0
Arizona State,2017,73.56,-0.225247524,22,0,4,10,2.45,1388,20,1,4,13,3.2,1680,23,0,7,15,3.26,2001,26,0,7,18,3.23,1918,24,0,3,18,3,1582,pacten,63.86,-0.954651167,76.8,0.113506034,5,6,1,0,0,5,11,65,0,0,0,0,1,0,0
Arkansas,2017,67.29,-0.781926572,27,0,5,18,3.04,1763,23,0,4,15,2.91,1668,23,0,7,15,3.26,1805,24,0,3,17,2.96,1671,23,0,4,14,2.96,1691,SEC,74.06,-0.089110767,84.43,0.822101613,6,5,1,1,0,4,11,31,0,1,0,0,0,0,0
Auburn,2017,91.45,1.363107847,21,0,9,10,3.33,2041,23,2,13,6,3.65,2497,27,2,16,8,3.7,2569,24,3,11,8,3.63,2382,23,2,9,12,3.57,2384,SEC,83.4,0.703452697,80.02,0.41254637,8,8,0,1,0,4,5,10,0,1,0,0,0,0,0
Baylor,2017,61.66,-1.281783517,27,0,2,21,2.93,1605,15,0,3,11,3.13,1228,19,0,4,10,2.95,1409,23,0,2,18,2.96,1505,22,0,3,15,2.95,1618,bigtwelve,76.34,0.104362969,87.38,1.096067139,6,5,0,1,1,0,4,60,0,0,1,0,0,0,0
Boston College,2017,77.88,0.158301677,21,0,1,10,2.57,1125,19,0,0,9,2.47,885,25,0,0,19,2.76,1335,28,0,3,15,2.78,1441,15,0,0,8,2.53,855,ACC,70.28,-0.409869857,65.72,-0.915489906,7,7,0,1,1,4,6,84,0,0,0,1,0,0,0
California,2017,73.05,-0.270527638,14,0,2,9,2.93,991,27,1,4,16,2.93,1869,23,0,5,15,3.09,1667,21,0,3,11,2.81,1390,26,0,3,19,2.96,1600,pacten,71.35,-0.319072972,79.59,0.372612412,6,8,0,0,0,0,0,82,0,0,0,0,1,0,0
Cincinnati,2017,55.42,-1.835799029,22,0,2,12,2.73,1256,21,0,0,11,2.43,1050,25,0,0,13,2.52,1185,21,0,1,11,2.62,1121,20,0,0,12,2.6,1065,Bigeast,57.46,-1.49773534,68.45,-0.661955708,5,4,1,0,0,1,1,86,0,0,0,0,0,1,0
Clemson,2017,95.32,1.706704006,14,3,6,5,3.86,1826,22,3,10,6,3.59,2530,23,3,9,10,3.61,2703,22,1,7,12,3.32,2116,23,0,10,10,3.3,2131,ACC,105.35,2.566061694,94.82,1.787017481,5,7,0,1,2,9,9,7,0,0,0,1,0,0,0
Colorado,2017,68.51,-0.673609437,28,0,2,22,2.93,1634,18,0,2,9,2.61,1099,18,0,0,14,2.78,1065,22,0,1,12,2.67,1170,19,0,0,13,2.68,1095,pacten,80.03,0.417484937,64.1,-1.065938771,8,2,0,1,0,4,7,41,0,0,0,0,1,0,0
Connecticut,2017,53.61,-1.996499042,23,0,0,5,1.96,870,16,0,0,4,2.25,555,22,0,0,4,2.19,750,15,0,0,3,2.21,435,25,0,0,12,2.48,1155,Bigeast,50.11,-2.121433569,63.11,-1.157879744,6,6,1,0,0,11,16,114,0,0,0,0,0,1,0
Duke,2017,77.54,0.128114934,22,0,1,18,2.91,1440,21,0,4,14,3.05,1656,17,0,1,13,2.88,1143,18,0,0,16,2.89,1215,20,0,0,11,2.55,1095,ACC,66.61,-0.721294687,72.91,-0.247756981,6,5,1,0,0,9,16,87,0,0,0,1,0,0,0
East Carolina,2017,55.13,-1.861546545,22,0,0,11,2.5,1065,24,0,0,5,2.04,900,13,0,0,5,2.38,630,26,0,0,4,2.16,945,25,0,0,6,2.25,810,Bigeast,57.46,-1.49773534,66.05,-0.884842915,6,6,1,0,0,1,1,109,0,0,0,0,0,1,0
Florida,2017,69.82,-0.557301693,23,0,15,7,3.61,2291,25,1,9,13,3.36,2219,21,2,5,11,3.29,1844,24,1,12,11,3.58,2389,29,2,14,12,3.59,2792,SEC,87.04,1.01233182,80.74,0.479412532,9,4,0,1,1,2,5,16,0,1,0,0,0,0,0
Florida State,2017,80.07,0.352739813,23,4,9,10,3.74,2758,25,1,18,4,3.72,2816,20,5,10,5,4,2750,28,3,13,10,3.61,2636,21,2,9,9,3.57,2352,ACC,91.56,1.395885017,86.62,1.02548619,4,7,1,1,1,7,7,4,0,0,0,1,0,0,0
Georgia,2017,96.7,1.829226667,26,2,14,10,3.69,2825,21,3,10,7,3.71,2432,29,2,11,14,3.45,2620,21,1,12,7,3.62,2441,33,0,16,17,3.48,2226,SEC,77.48,0.201099837,82.65,0.656793601,5,10,1,1,1,1,1,12,0,1,0,0,0,0,0
Georgia Tech,2017,76.26,0.014470727,24,0,4,15,2.96,1508,18,0,1,10,2.67,1050,27,0,0,27,3,1455,21,0,1,18,2.95,1365,14,0,0,10,2.71,885,ACC,81.11,0.509130391,73.57,-0.186462999,8,7,0,1,1,9,20,27,0,0,0,1,0,0,0
Houston,2017,71.11,-0.44276964,19,0,1,10,2.53,990,20,1,2,10,2.85,1468,16,0,0,5,2.31,780,24,0,0,2,2.08,900,25,0,0,17,2.68,1365,Bigeast,71.85,-0.276644521,82.73,0.664223175,8,9,0,1,0,1,1,58,0,0,0,0,0,1,0
Illinois,2017,56.04,-1.780752616,26,0,3,14,2.77,1410,25,0,0,8,2.32,1050,24,0,2,14,2.75,1342,17,0,0,12,2.71,1035,25,0,2,14,2.72,1425,bigten,59.21,-1.349235761,68.88,-0.62202175,5,6,0,0,0,1,1,96,1,0,0,0,0,0,0
Indiana,2017,73.76,-0.207490617,23,0,0,11,2.48,1155,21,0,0,14,2.67,1215,22,0,0,18,2.82,1320,26,0,2,16,2.77,1470,23,0,5,13,3,1525,bigten,68.84,-0.532063796,69.3,-0.583016488,7,9,1,1,0,0,0,81,1,0,0,0,0,0,0
Iowa,2017,83.8,0.683906137,22,1,1,15,2.91,1523,24,0,0,21,2.88,1455,21,0,1,13,2.71,1170,19,0,2,11,2.79,1200,21,0,0,17,2.81,1335,bigten,76.45,0.113697228,82.7,0.661437085,6,7,0,1,0,18,21,35,1,0,0,0,0,0,0
Iowa State,2017,81.48,0.477926011,25,0,0,21,2.84,1455,29,0,1,14,2.55,1260,22,0,0,10,2.45,1080,25,0,1,11,2.52,1245,25,0,1,12,2.56,1245,bigtwelve,68.18,-0.588069351,69.49,-0.565371251,4,7,0,0,0,1,4,80,0,0,1,0,0,0,0
Kansas,2017,49.75,-2.339207355,21,0,1,13,2.71,1260,16,0,1,4,2.38,855,25,0,0,9,2.36,1095,23,0,1,13,2.65,1275,24,0,2,19,2.96,1440,bigtwelve,55.22,-1.6878148,48.79,-2.487773413,5,4,0,0,0,2,2,90,0,0,1,0,0,0,0
Kansas State,2017,79.48,0.300356936,27,0,1,12,2.22,1234,20,0,1,8,2.2,979,23,0,1,14,2.7,1342,20,0,2,12,2.8,1365,19,0,2,9,2.72,1110,bigtwelve,84.75,0.818009514,72.39,-0.296049209,7,6,1,1,1,25,25,26,0,0,1,0,0,0,0
Kentucky,2017,70.04,-0.537769095,24,0,4,17,3.04,1723,25,1,4,14,3,1702,21,0,2,17,3,1515,28,0,10,17,3.32,2016,23,0,3,17,3.05,1641,SEC,69.61,-0.466723981,66.44,-0.848623744,8,8,1,1,0,4,4,49,0,1,0,0,0,0,0
Louisville,2017,81.59,0.48769231,24,0,6,13,2.96,1686,28,0,3,16,2.71,1571,24,0,3,18,3,1560,22,0,0,18,2.82,1455,17,0,2,13,3,1342,ACC,81.96,0.581258758,79.01,0.318748004,4,7,1,1,0,7,12,13,0,0,0,1,0,0,0
LSU,2017,83.66,0.671476302,24,3,11,9,3.67,2540,24,0,15,7,3.54,2545,25,4,8,8,3.44,2538,23,2,14,6,3.74,2844,26,2,15,9,3.73,2643,SEC,91.99,1.432373484,85.81,0.950261757,7,5,1,1,1,1,6,15,0,1,0,0,0,0,0
Maryland,2017,68.54,-0.670945901,28,0,7,20,3.21,1963,22,0,4,10,2.73,1489,18,0,3,9,2.83,1248,17,1,3,9,3.06,1297,22,1,4,10,2.95,1589,bigten,63.98,-0.944468339,65.76,-0.911775119,6,7,0,1,0,1,1,63,1,0,0,0,0,0,0
Memphis,2017,78.78,0.23820776,30,0,3,9,2.5,1235,24,0,0,9,2.29,1110,28,0,1,2,2.16,960,21,0,0,4,2.21,810,29,0,0,6,2.21,840,Bigeast,73.16,-0.165481979,75.04,-0.049944585,8,6,1,1,0,1,1,57,0,0,0,0,0,1,0
Miami-FL,2017,84.47,0.743391777,24,0,10,13,3.38,2203,19,0,7,11,3.32,1906,21,0,7,12,3.24,1772,27,1,8,17,3.38,2148,18,0,9,8,3.44,1838,ACC,88.28,1.117554378,74.94,-0.059231552,7,7,0,1,1,1,16,19,0,0,0,1,0,0,0
Michigan,2017,81.47,0.477038165,30,3,16,9,3.67,2819,29,1,15,13,3.59,2603,14,0,6,6,3.29,1301,16,1,6,8,3.44,1641,27,1,16,9,3.63,2661,bigten,94.05,1.607178702,87.07,1.067277541,4,1,1,1,0,2,10,14,1,0,0,0,0,0,0
Michigan State,2017,82.92,0.605775744,24,0,4,16,3,1606,20,0,11,7,3.45,2101,20,0,7,13,3.35,1872,22,1,6,13,3.27,1897,18,0,3,14,3.11,1478,bigten,65.93,-0.77899738,84.01,0.783096352,3,3,0,0,0,10,13,48,1,0,0,0,0,0,0
